商談ID,顧客企業名,商談発生日,クローズ日,最終活動日,業種,製品,商談区分,リード獲得元,エリア,企業規模,ステージ番号,ステージ,ステータス番号,ステータス,受注確度,失注理由,営業チーム,営業担当,金額,商談名,次のアクション
OPP-202512-00498,湊エレクトロニクス,2025-12-08,2026-03-17,2026-03-06,流通,スマート勤怠,既存深耕,インバウンド,関東,中小,6,クロージング,2,受注,100,,第一営業部,小林,1270000,湊エレクトロニクス スマート勤怠導入,
OPP-202512-00499,曙建設,2025-12-12,2026-06-02,2026-04-02,IT,スマート勤怠,新規,Web,関東,大企業,6,クロージング,3,失注,0,価格,西日本営業部,山本,8160000,曙建設 スマート勤怠導入,
OPP-202512-00500,さくらケミカル,2025-12-31,2026-04-24,2026-03-30,金融,統合ダッシュボード,既存深耕,紹介,関西,中堅,6,クロージング,2,受注,100,,第一営業部,加藤,1680000,さくらケミカル 統合ダッシュボード導入,
OPP-202512-00501,山田製作所,2025-12-30,2026-02-17,2026-02-11,IT,クラウド経費,既存深耕,インバウンド,関西,中小,6,クロージング,2,受注,100,,第一営業部,加藤,1430000,山田製作所 クラウド経費導入,
OPP-202512-00502,青葉システムズ,2025-12-22,2026-05-14,2025-12-28,IT,スマート勤怠,新規,Web,関西,大企業,6,クロージング,2,受注,100,,第一営業部,中村,10760000,青葉システムズ スマート勤怠導入,
OPP-202512-00503,さくらケミカル,2025-12-09,2026-03-20,2026-03-10,製造,クラウド経費,既存深耕,Web,関東,中小,6,クロージング,2,受注,100,,西日本営業部,山本,1850000,さくらケミカル クラウド経費導入,
OPP-202512-00504,青葉システムズ,2025-12-01,2026-01-16,2025-12-06,製造,スマート勤怠,既存深耕,展示会,関東,中小,6,クロージング,2,受注,100,,西日本営業部,山本,620000,青葉システムズ スマート勤怠導入,
OPP-202512-00505,つばさ運輸,2025-12-09,2026-05-31,2025-12-10,IT,クラウド経費,新規,インバウンド,関東,中小,6,クロージング,3,失注,0,要件不一致,西日本営業部,松本,1940000,つばさ運輸 クラウド経費導入,
OPP-202512-00506,さくらケミカル,2025-12-22,2026-02-02,2026-01-18,流通,統合ダッシュボード,新規,Web,関西,中堅,6,クロージング,2,受注,100,,西日本営業部,山本,3720000,さくらケミカル 統合ダッシュボード導入,
OPP-202512-00507,つばさ運輸,2025-12-15,2026-03-05,2026-01-24,流通,統合ダッシュボード,更新,インバウンド,関東,中堅,6,クロージング,2,受注,100,,西日本営業部,山本,1320000,つばさ運輸 統合ダッシュボード導入,
OPP-202512-00508,山田製作所,2025-12-04,2026-03-29,2026-01-04,金融,クラウド経費,新規,展示会,関東,大企業,6,クロージング,2,受注,100,,第一営業部,中村,3740000,山田製作所 クラウド経費導入,
OPP-202512-00509,みなと商事,2025-12-25,2026-02-25,2026-02-15,金融,クラウド経費,新規,展示会,関東,中堅,6,クロージング,2,受注,100,,西日本営業部,山本,3260000,みなと商事 クラウド経費導入,
OPP-202512-00510,青葉システムズ,2025-12-02,2026-01-03,2026-01-01,製造,クラウド経費,既存深耕,紹介,関東,大企業,6,クロージング,2,受注,100,,西日本営業部,山本,11140000,青葉システムズ クラウド経費導入,
OPP-202512-00511,さくらケミカル,2025-12-29,2026-02-14,2026-01-11,金融,クラウド経費,新規,Web,関西,大企業,6,クロージング,2,受注,100,,第一営業部,加藤,8860000,さくらケミカル クラウド経費導入,
OPP-202601-00512,さくらケミカル,2026-01-05,2026-06-15,2026-04-07,流通,クラウド経費,既存深耕,展示会,中部,大企業,6,クロージング,3,失注,0,価格,第一営業部,小林,8540000,さくらケミカル クラウド経費導入,
OPP-202601-00513,曙建設,2026-01-05,2026-02-17,2026-01-18,流通,スマート勤怠,新規,Web,関西,大企業,6,クロージング,2,受注,100,,第一営業部,加藤,5050000,曙建設 スマート勤怠導入,
OPP-202601-00514,みなと商事,2026-01-21,2026-05-07,2026-02-11,流通,クラウド経費,既存深耕,インバウンド,関西,中堅,6,クロージング,2,受注,100,,第一営業部,小林,1530000,みなと商事 クラウド経費導入,
OPP-202601-00515,山田製作所,2026-01-15,2026-05-21,2026-02-08,流通,統合ダッシュボード,既存深耕,Web,関西,大企業,6,クロージング,2,受注,100,,第一営業部,小林,11450000,山田製作所 統合ダッシュボード導入,
OPP-202601-00516,さくらケミカル,2026-01-01,2026-03-22,2026-01-24,製造,スマート勤怠,新規,展示会,関西,中小,6,クロージング,2,受注,100,,第一営業部,中村,860000,さくらケミカル スマート勤怠導入,
OPP-202601-00517,さくらケミカル,2026-01-29,2026-06-05,2026-05-23,IT,スマート勤怠,新規,展示会,関東,大企業,6,クロージング,3,失注,0,価格,西日本営業部,山本,5150000,さくらケミカル スマート勤怠導入,
OPP-202601-00518,さくらケミカル,2026-01-15,2026-03-19,2026-01-28,金融,統合ダッシュボード,更新,インバウンド,中部,中小,6,クロージング,3,失注,0,競合,第一営業部,中村,1250000,さくらケミカル 統合ダッシュボード導入,
OPP-202601-00519,つばさ運輸,2026-01-20,2026-05-01,2026-03-27,IT,クラウド経費,既存深耕,インバウンド,関東,大企業,6,クロージング,3,失注,0,要件不一致,第一営業部,加藤,8000000,つばさ運輸 クラウド経費導入,
OPP-202601-00520,富士見物産,2026-01-07,2026-06-04,2026-04-13,公共,クラウド経費,新規,紹介,中部,中小,6,クロージング,2,受注,100,,第一営業部,加藤,1640000,富士見物産 クラウド経費導入,
OPP-202601-00521,富士見物産,2026-01-23,2026-06-03,2026-05-12,製造,スマート勤怠,更新,Web,関東,大企業,6,クロージング,2,受注,100,,第一営業部,中村,6860000,富士見物産 スマート勤怠導入,
OPP-202601-00522,さくらケミカル,2026-01-19,2026-05-15,2026-03-20,製造,スマート勤怠,更新,紹介,関西,大企業,6,クロージング,2,受注,100,,第一営業部,加藤,7420000,さくらケミカル スマート勤怠導入,
OPP-202601-00523,さくらケミカル,2026-01-14,2026-06-24,2026-02-04,製造,スマート勤怠,既存深耕,展示会,関東,中小,6,クロージング,2,受注,100,,第一営業部,加藤,1000000,さくらケミカル スマート勤怠導入,
OPP-202601-00524,みなと商事,2026-01-30,2026-04-18,2026-02-17,流通,クラウド経費,新規,Web,関東,中小,6,クロージング,3,失注,0,要件不一致,西日本営業部,松本,1690000,みなと商事 クラウド経費導入,
OPP-202601-00525,大和精密,2026-01-30,2026-07-10,2026-03-10,製造,スマート勤怠,更新,インバウンド,中部,中小,6,クロージング,3,失注,0,予算,第一営業部,加藤,880000,大和精密 スマート勤怠導入,
OPP-202601-00526,富士見物産,2026-01-08,2026-05-27,2026-04-25,製造,クラウド経費,既存深耕,Web,中部,中堅,6,クロージング,3,失注,0,価格,第一営業部,中村,3300000,富士見物産 クラウド経費導入,
OPP-202601-00527,北斗フーズ,2026-01-28,2026-06-15,2026-05-12,金融,スマート勤怠,更新,展示会,中部,中小,6,クロージング,3,失注,0,予算,第一営業部,小林,1670000,北斗フーズ スマート勤怠導入,
OPP-202601-00528,山田製作所,2026-01-19,2026-05-26,2026-03-11,IT,スマート勤怠,更新,紹介,関西,中堅,6,クロージング,2,受注,100,,第一営業部,小林,1320000,山田製作所 スマート勤怠導入,
OPP-202601-00529,さくらケミカル,2026-01-13,2026-06-17,2026-03-05,金融,スマート勤怠,更新,展示会,関東,中堅,6,クロージング,2,受注,100,,第一営業部,加藤,1350000,さくらケミカル スマート勤怠導入,
OPP-202601-00530,つばさ運輸,2026-01-30,2026-06-09,2026-02-28,製造,クラウド経費,新規,展示会,関西,大企業,6,クロージング,2,受注,100,,西日本営業部,松本,4320000,つばさ運輸 クラウド経費導入,
OPP-202601-00531,青葉システムズ,2026-01-14,2026-07-10,2026-06-14,IT,統合ダッシュボード,新規,展示会,関東,中小,6,クロージング,3,失注,0,価格,第一営業部,加藤,1470000,青葉システムズ 統合ダッシュボード導入,
OPP-202601-00532,富士見物産,2026-01-09,2026-02-18,2026-01-28,製造,スマート勤怠,更新,Web,九州,中小,6,クロージング,3,失注,0,時期,第一営業部,加藤,1460000,富士見物産 スマート勤怠導入,
OPP-202601-00533,大和精密,2026-01-12,2026-03-29,2026-01-25,流通,統合ダッシュボード,更新,紹介,関東,中堅,6,クロージング,3,失注,0,競合,第一営業部,小林,1220000,大和精密 統合ダッシュボード導入,
OPP-202601-00534,大和精密,2026-01-08,2026-06-28,2026-04-13,IT,クラウド経費,既存深耕,展示会,関西,中小,6,クロージング,2,受注,100,,西日本営業部,松本,490000,大和精密 クラウド経費導入,
OPP-202602-00535,さくらケミカル,2026-02-25,2026-07-02,2026-04-18,流通,スマート勤怠,新規,展示会,関東,中堅,6,クロージング,2,受注,100,,西日本営業部,松本,1990000,さくらケミカル スマート勤怠導入,
OPP-202602-00536,みなと商事,2026-02-13,2026-04-19,2026-03-21,公共,スマート勤怠,既存深耕,Web,関西,大企業,6,クロージング,2,受注,100,,西日本営業部,松本,11610000,みなと商事 スマート勤怠導入,
OPP-202602-00537,曙建設,2026-02-06,2026-06-28,2026-04-03,製造,スマート勤怠,既存深耕,紹介,関東,中小,6,クロージング,2,受注,100,,西日本営業部,山本,380000,曙建設 スマート勤怠導入,
OPP-202602-00538,山田製作所,2026-02-18,2026-03-21,2026-03-03,IT,クラウド経費,既存深耕,Web,中部,中堅,6,クロージング,2,受注,100,,第一営業部,中村,4920000,山田製作所 クラウド経費導入,
OPP-202602-00539,みなと商事,2026-02-12,2026-04-25,2026-02-18,製造,スマート勤怠,新規,インバウンド,関西,大企業,6,クロージング,3,失注,0,競合,西日本営業部,山本,4100000,みなと商事 スマート勤怠導入,
OPP-202602-00540,つばさ運輸,2026-02-27,2026-07-09,2026-03-03,金融,統合ダッシュボード,既存深耕,紹介,関東,大企業,6,クロージング,3,失注,0,競合,第一営業部,中村,7690000,つばさ運輸 統合ダッシュボード導入,
OPP-202602-00541,曙建設,2026-02-03,2026-07-28,2026-02-28,流通,スマート勤怠,新規,紹介,関西,中小,6,クロージング,2,受注,100,,第一営業部,加藤,1830000,曙建設 スマート勤怠導入,
OPP-202602-00542,青葉システムズ,2026-02-11,2026-07-14,2026-02-16,公共,統合ダッシュボード,既存深耕,紹介,関西,中小,6,クロージング,2,受注,100,,第一営業部,加藤,1850000,青葉システムズ 統合ダッシュボード導入,
OPP-202602-00543,つばさ運輸,2026-02-19,2026-05-22,2026-02-27,流通,クラウド経費,新規,展示会,中部,大企業,6,クロージング,3,失注,0,価格,第一営業部,小林,8100000,つばさ運輸 クラウド経費導入,
OPP-202602-00544,つばさ運輸,2026-02-10,2026-03-22,2026-03-09,金融,スマート勤怠,既存深耕,インバウンド,関東,中小,6,クロージング,2,受注,100,,第一営業部,小林,1950000,つばさ運輸 スマート勤怠導入,
OPP-202602-00545,つばさ運輸,2026-02-27,2026-05-24,2026-04-17,IT,スマート勤怠,新規,Web,中部,中堅,6,クロージング,3,失注,0,競合,第一営業部,加藤,1930000,つばさ運輸 スマート勤怠導入,
OPP-202602-00546,つばさ運輸,2026-02-03,2026-05-04,2026-03-30,製造,統合ダッシュボード,更新,展示会,関東,中堅,6,クロージング,2,受注,100,,西日本営業部,山本,4710000,つばさ運輸 統合ダッシュボード導入,
OPP-202602-00547,つばさ運輸,2026-02-10,2026-04-01,2026-03-06,流通,クラウド経費,新規,Web,九州,大企業,6,クロージング,3,失注,0,競合,西日本営業部,松本,4710000,つばさ運輸 クラウド経費導入,
OPP-202602-00548,曙建設,2026-02-16,2026-04-26,2026-03-11,公共,クラウド経費,更新,Web,関東,中堅,6,クロージング,2,受注,100,,西日本営業部,松本,2310000,曙建設 クラウド経費導入,
OPP-202602-00549,大和精密,2026-02-13,2026-07-21,2026-05-20,流通,クラウド経費,新規,展示会,関西,大企業,6,クロージング,3,失注,0,競合,第一営業部,中村,7250000,大和精密 クラウド経費導入,
OPP-202602-00550,青葉システムズ,2026-02-13,2026-04-25,2026-04-10,流通,クラウド経費,既存深耕,紹介,関東,中小,6,クロージング,2,受注,100,,第一営業部,加藤,950000,青葉システムズ クラウド経費導入,
OPP-202602-00551,さくらケミカル,2026-02-25,2026-07-27,2026-05-29,流通,クラウド経費,既存深耕,Web,関西,中小,6,クロージング,2,受注,100,,西日本営業部,山本,1910000,さくらケミカル クラウド経費導入,
OPP-202602-00552,北斗フーズ,2026-02-23,2026-04-23,2026-04-06,製造,クラウド経費,既存深耕,展示会,関西,中小,6,クロージング,3,失注,0,時期,西日本営業部,山本,1280000,北斗フーズ クラウド経費導入,
OPP-202602-00553,みなと商事,2026-02-13,2026-06-01,2026-05-21,流通,スマート勤怠,既存深耕,インバウンド,関東,中堅,6,クロージング,3,失注,0,予算,西日本営業部,松本,4720000,みなと商事 スマート勤怠導入,
OPP-202602-00554,さくらケミカル,2026-02-03,2026-03-05,2026-02-28,IT,スマート勤怠,新規,Web,関西,大企業,6,クロージング,2,受注,100,,第一営業部,小林,10130000,さくらケミカル スマート勤怠導入,
OPP-202602-00555,青葉システムズ,2026-02-17,2026-05-05,2026-03-13,製造,スマート勤怠,既存深耕,展示会,関東,中小,6,クロージング,2,受注,100,,第一営業部,中村,790000,青葉システムズ スマート勤怠導入,
OPP-202602-00556,青葉システムズ,2026-02-09,2026-06-06,2026-03-12,流通,統合ダッシュボード,新規,Web,関東,大企業,6,クロージング,2,受注,100,,第一営業部,中村,7890000,青葉システムズ 統合ダッシュボード導入,
OPP-202602-00557,山田製作所,2026-02-16,2026-06-22,2026-06-20,製造,クラウド経費,新規,Web,九州,大企業,6,クロージング,3,失注,0,予算,第一営業部,中村,7970000,山田製作所 クラウド経費導入,
OPP-202602-00558,青葉システムズ,2026-02-16,2026-04-01,2026-03-10,流通,クラウド経費,新規,紹介,関東,中堅,6,クロージング,3,失注,0,予算,第一営業部,加藤,1010000,青葉システムズ クラウド経費導入,
OPP-202602-00559,北斗フーズ,2026-02-23,2026-07-24,2026-04-13,製造,スマート勤怠,既存深耕,インバウンド,中部,大企業,6,クロージング,2,受注,100,,第一営業部,加藤,3030000,北斗フーズ スマート勤怠導入,
OPP-202602-00560,さくらケミカル,2026-02-27,2026-06-26,2026-04-29,IT,統合ダッシュボード,更新,Web,関東,中堅,6,クロージング,2,受注,100,,西日本営業部,山本,4370000,さくらケミカル 統合ダッシュボード導入,
OPP-202603-00561,青葉システムズ,2026-03-23,2026-05-03,2026-04-28,製造,スマート勤怠,新規,Web,関西,中小,6,クロージング,2,受注,100,,第一営業部,中村,1490000,青葉システムズ スマート勤怠導入,
OPP-202603-00562,富士見物産,2026-03-06,2026-04-12,2026-03-27,金融,スマート勤怠,新規,Web,関西,大企業,6,クロージング,2,受注,100,,第一営業部,加藤,6920000,富士見物産 スマート勤怠導入,
OPP-202603-00563,大和精密,2026-03-25,2026-07-18,2026-06-07,金融,統合ダッシュボード,既存深耕,Web,九州,中堅,6,クロージング,3,失注,0,予算,第一営業部,加藤,4070000,大和精密 統合ダッシュボード導入,
OPP-202603-00564,青葉システムズ,2026-03-03,2026-04-24,2026-04-10,金融,クラウド経費,更新,紹介,関東,大企業,6,クロージング,2,受注,100,,第一営業部,中村,4920000,青葉システムズ クラウド経費導入,
OPP-202603-00565,さくらケミカル,2026-03-24,2026-06-02,2026-04-10,製造,スマート勤怠,既存深耕,Web,関東,中堅,6,クロージング,3,失注,0,競合,第一営業部,小林,4080000,さくらケミカル スマート勤怠導入,
OPP-202603-00566,山田製作所,2026-03-19,2026-06-29,2026-06-13,金融,クラウド経費,新規,インバウンド,中部,中堅,6,クロージング,2,受注,100,,第一営業部,加藤,4590000,山田製作所 クラウド経費導入,
OPP-202603-00567,湊エレクトロニクス,2026-03-02,2026-07-06,2026-06-14,IT,スマート勤怠,更新,Web,関西,中小,6,クロージング,2,受注,100,,第一営業部,加藤,1150000,湊エレクトロニクス スマート勤怠導入,
OPP-202603-00568,つばさ運輸,2026-03-05,2026-04-09,2026-03-27,公共,スマート勤怠,更新,展示会,関西,中堅,6,クロージング,2,受注,100,,西日本営業部,山本,3160000,つばさ運輸 スマート勤怠導入,
OPP-202603-00569,青葉システムズ,2026-03-16,2026-07-06,2026-05-30,流通,クラウド経費,新規,Web,関東,中小,6,クロージング,3,失注,0,予算,第一営業部,中村,430000,青葉システムズ クラウド経費導入,
OPP-202603-00570,北斗フーズ,2026-03-30,2026-05-01,2026-04-06,金融,スマート勤怠,既存深耕,インバウンド,関東,中小,6,クロージング,2,受注,100,,第一営業部,加藤,670000,北斗フーズ スマート勤怠導入,
OPP-202603-00571,北斗フーズ,2026-03-13,2026-05-20,2026-05-04,IT,スマート勤怠,更新,展示会,関東,中小,6,クロージング,3,失注,0,価格,西日本営業部,松本,600000,北斗フーズ スマート勤怠導入,
OPP-202603-00572,曙建設,2026-03-13,2026-06-21,2026-05-09,IT,クラウド経費,既存深耕,Web,中部,中堅,6,クロージング,3,失注,0,競合,西日本営業部,松本,1610000,曙建設 クラウド経費導入,
OPP-202603-00573,湊エレクトロニクス,2026-03-04,2026-06-24,2026-04-12,製造,クラウド経費,更新,Web,関西,大企業,6,クロージング,3,失注,0,競合,第一営業部,小林,4010000,湊エレクトロニクス クラウド経費導入,
OPP-202603-00574,湊エレクトロニクス,2026-03-11,2026-06-17,2026-06-03,製造,クラウド経費,新規,Web,関西,中小,6,クロージング,3,失注,0,価格,第一営業部,加藤,830000,湊エレクトロニクス クラウド経費導入,
OPP-202603-00575,北斗フーズ,2026-03-31,2026-06-10,2026-05-03,IT,クラウド経費,新規,紹介,関東,大企業,6,クロージング,2,受注,100,,第一営業部,加藤,11710000,北斗フーズ クラウド経費導入,
OPP-202603-00576,湊エレクトロニクス,2026-03-25,2026-07-08,2026-05-21,製造,統合ダッシュボード,新規,インバウンド,関西,大企業,6,クロージング,3,失注,0,価格,第一営業部,加藤,8020000,湊エレクトロニクス 統合ダッシュボード導入,
OPP-202603-00577,さくらケミカル,2026-03-23,2026-05-26,2026-04-20,金融,クラウド経費,既存深耕,Web,関東,大企業,6,クロージング,3,失注,0,時期,第一営業部,中村,5840000,さくらケミカル クラウド経費導入,
OPP-202603-00578,みなと商事,2026-03-05,2026-04-30,2026-04-21,金融,スマート勤怠,既存深耕,展示会,関西,中小,6,クロージング,2,受注,100,,西日本営業部,山本,980000,みなと商事 スマート勤怠導入,
OPP-202603-00579,さくらケミカル,2026-03-23,2026-04-28,2026-04-08,金融,クラウド経費,既存深耕,展示会,中部,中堅,6,クロージング,3,失注,0,価格,西日本営業部,松本,1630000,さくらケミカル クラウド経費導入,
OPP-202603-00580,青葉システムズ,2026-03-18,2026-05-12,2026-04-02,製造,クラウド経費,新規,紹介,関東,中小,6,クロージング,2,受注,100,,第一営業部,中村,1260000,青葉システムズ クラウド経費導入,
OPP-202604-00581,大和精密,2026-04-30,2026-06-11,2026-05-25,金融,クラウド経費,新規,紹介,関西,大企業,6,クロージング,2,受注,100,,第一営業部,中村,4850000,大和精密 クラウド経費導入,
OPP-202604-00582,湊エレクトロニクス,2026-04-24,2026-06-29,2026-05-29,金融,統合ダッシュボード,既存深耕,Web,関東,中堅,6,クロージング,2,受注,100,,西日本営業部,山本,1270000,湊エレクトロニクス 統合ダッシュボード導入,
OPP-202604-00583,つばさ運輸,2026-04-30,,2026-06-22,公共,スマート勤怠,既存深耕,紹介,関東,中堅,4,見積,4,保留,60,,第一営業部,小林,2170000,つばさ運輸 スマート勤怠導入,デモ日程調整中
OPP-202604-00584,青葉システムズ,2026-04-21,,2026-06-16,公共,統合ダッシュボード,既存深耕,展示会,関東,大企業,3,提案,1,進行中,40,,第一営業部,中村,3100000,青葉システムズ 統合ダッシュボード導入,契約書送付予定
OPP-202604-00585,北斗フーズ,2026-04-22,2026-05-23,2026-05-15,流通,クラウド経費,更新,インバウンド,関西,中堅,6,クロージング,3,失注,0,競合,第一営業部,加藤,2760000,北斗フーズ クラウド経費導入,
OPP-202604-00586,湊エレクトロニクス,2026-04-08,2026-05-27,2026-04-17,公共,スマート勤怠,既存深耕,展示会,九州,中小,6,クロージング,2,受注,100,,西日本営業部,山本,1610000,湊エレクトロニクス スマート勤怠導入,
OPP-202604-00587,北斗フーズ,2026-04-02,,2026-05-20,流通,スマート勤怠,更新,展示会,関西,中小,2,ヒアリング,1,進行中,20,,第一営業部,小林,1910000,北斗フーズ スマート勤怠導入,先方検討中
OPP-202604-00588,湊エレクトロニクス,2026-04-13,2026-07-28,2026-04-14,IT,スマート勤怠,既存深耕,Web,関西,中堅,6,クロージング,2,受注,100,,第一営業部,小林,2790000,湊エレクトロニクス スマート勤怠導入,
OPP-202604-00589,さくらケミカル,2026-04-29,2026-07-07,2026-06-01,製造,スマート勤怠,新規,Web,中部,中堅,6,クロージング,3,失注,0,価格,西日本営業部,山本,3020000,さくらケミカル スマート勤怠導入,
OPP-202604-00590,北斗フーズ,2026-04-10,,2026-04-18,金融,スマート勤怠,更新,Web,関東,大企業,3,提案,4,保留,40,,西日本営業部,山本,4940000,北斗フーズ スマート勤怠導入,デモ日程調整中
OPP-202604-00591,さくらケミカル,2026-04-02,,2026-04-23,IT,スマート勤怠,新規,Web,関西,大企業,3,提案,4,保留,40,,第一営業部,加藤,10690000,さくらケミカル スマート勤怠導入,契約書送付予定
OPP-202604-00592,青葉システムズ,2026-04-17,,2026-04-18,製造,統合ダッシュボード,更新,展示会,関東,大企業,3,提案,1,進行中,40,,西日本営業部,山本,7440000,青葉システムズ 統合ダッシュボード導入,契約書送付予定
OPP-202604-00593,青葉システムズ,2026-04-10,,2026-06-01,製造,スマート勤怠,既存深耕,展示会,中部,中小,3,提案,1,進行中,40,,西日本営業部,山本,560000,青葉システムズ スマート勤怠導入,先方検討中
OPP-202604-00594,曙建設,2026-04-20,2026-07-10,2026-04-27,金融,スマート勤怠,新規,紹介,関東,大企業,6,クロージング,2,受注,100,,第一営業部,中村,6890000,曙建設 スマート勤怠導入,
OPP-202604-00595,つばさ運輸,2026-04-14,,2026-04-26,製造,スマート勤怠,新規,紹介,関東,大企業,4,見積,1,進行中,60,,第一営業部,小林,3410000,つばさ運輸 スマート勤怠導入,見積提出待ち
OPP-202604-00596,つばさ運輸,2026-04-02,2026-05-26,2026-05-16,製造,スマート勤怠,既存深耕,紹介,関東,中堅,6,クロージング,3,失注,0,競合,第一営業部,中村,1660000,つばさ運輸 スマート勤怠導入,
OPP-202604-00597,曙建設,2026-04-24,2026-06-23,2026-06-22,流通,スマート勤怠,既存深耕,展示会,関東,中小,6,クロージング,2,受注,100,,第一営業部,加藤,1970000,曙建設 スマート勤怠導入,
OPP-202604-00598,富士見物産,2026-04-27,2026-07-05,2026-05-22,IT,スマート勤怠,既存深耕,紹介,関西,中小,6,クロージング,2,受注,100,,第一営業部,加藤,1370000,富士見物産 スマート勤怠導入,
OPP-202604-00599,湊エレクトロニクス,2026-04-23,2026-05-28,2026-05-11,IT,統合ダッシュボード,既存深耕,Web,九州,大企業,6,クロージング,2,受注,100,,第一営業部,加藤,10130000,湊エレクトロニクス 統合ダッシュボード導入,
OPP-202604-00600,山田製作所,2026-04-10,,2026-05-30,公共,クラウド経費,更新,紹介,関西,中小,2,ヒアリング,4,保留,20,,西日本営業部,山本,1290000,山田製作所 クラウド経費導入,契約書送付予定
OPP-202604-00601,山田製作所,2026-04-20,,2026-05-08,製造,スマート勤怠,既存深耕,インバウンド,中部,中堅,2,ヒアリング,4,保留,20,,西日本営業部,松本,3820000,山田製作所 スマート勤怠導入,見積提出待ち
OPP-202604-00602,つばさ運輸,2026-04-06,2026-06-28,2026-04-07,製造,クラウド経費,更新,紹介,関東,中小,6,クロージング,2,受注,100,,第一営業部,中村,1960000,つばさ運輸 クラウド経費導入,
OPP-202604-00603,さくらケミカル,2026-04-21,2026-05-23,2026-05-06,製造,クラウド経費,既存深耕,Web,関東,中堅,6,クロージング,3,失注,0,時期,第一営業部,中村,2430000,さくらケミカル クラウド経費導入,
OPP-202604-00604,湊エレクトロニクス,2026-04-06,,2026-04-27,金融,統合ダッシュボード,更新,Web,関西,中堅,2,ヒアリング,1,進行中,20,,西日本営業部,松本,2370000,湊エレクトロニクス 統合ダッシュボード導入,上長決裁待ち
OPP-202604-00605,青葉システムズ,2026-04-21,2026-07-05,2026-06-23,製造,スマート勤怠,既存深耕,紹介,中部,大企業,6,クロージング,2,受注,100,,第一営業部,中村,10460000,青葉システムズ スマート勤怠導入,
OPP-202604-00606,大和精密,2026-04-06,,2026-05-23,製造,スマート勤怠,既存深耕,Web,関東,大企業,3,提案,1,進行中,40,,第一営業部,加藤,10680000,大和精密 スマート勤怠導入,見積提出待ち
OPP-202604-00607,山田製作所,2026-04-20,2026-05-23,2026-04-21,製造,スマート勤怠,更新,インバウンド,関東,中小,6,クロージング,3,失注,0,要件不一致,第一営業部,加藤,570000,山田製作所 スマート勤怠導入,
OPP-202604-00608,みなと商事,2026-04-24,,2026-05-02,製造,クラウド経費,既存深耕,紹介,関東,中堅,3,提案,1,進行中,40,,第一営業部,中村,1100000,みなと商事 クラウド経費導入,見積提出待ち
OPP-202604-00609,青葉システムズ,2026-04-10,,2026-06-07,製造,統合ダッシュボード,新規,紹介,関東,中堅,3,提案,1,進行中,40,,第一営業部,加藤,1570000,青葉システムズ 統合ダッシュボード導入,契約書送付予定
OPP-202604-00610,みなと商事,2026-04-06,2026-06-13,2026-06-13,IT,スマート勤怠,新規,紹介,関東,中小,6,クロージング,2,受注,100,,第一営業部,中村,1150000,みなと商事 スマート勤怠導入,
OPP-202604-00611,北斗フーズ,2026-04-20,2026-07-26,2026-07-21,IT,クラウド経費,既存深耕,紹介,中部,大企業,6,クロージング,3,失注,0,予算,第一営業部,小林,11070000,北斗フーズ クラウド経費導入,
OPP-202604-00612,北斗フーズ,2026-04-01,2026-07-11,2026-05-13,製造,スマート勤怠,既存深耕,Web,関西,大企業,6,クロージング,2,受注,100,,第一営業部,加藤,4300000,北斗フーズ スマート勤怠導入,
OPP-202604-00613,さくらケミカル,2026-04-06,,2026-05-11,流通,クラウド経費,更新,Web,関西,大企業,3,提案,1,進行中,40,,西日本営業部,山本,8040000,さくらケミカル クラウド経費導入,先方検討中
OPP-202604-00614,曙建設,2026-04-27,2026-05-31,2026-05-28,公共,クラウド経費,更新,Web,関東,大企業,6,クロージング,2,受注,100,,第一営業部,中村,4360000,曙建設 クラウド経費導入,
OPP-202604-00615,さくらケミカル,2026-04-30,2026-07-31,2026-05-29,流通,統合ダッシュボード,更新,展示会,関西,中小,6,クロージング,2,受注,100,,第一営業部,小林,440000,さくらケミカル 統合ダッシュボード導入,
OPP-202604-00616,北斗フーズ,2026-04-24,2026-07-03,2026-06-10,流通,スマート勤怠,更新,紹介,関西,中堅,6,クロージング,2,受注,100,,第一営業部,加藤,1720000,北斗フーズ スマート勤怠導入,
OPP-202605-00617,青葉システムズ,2026-05-08,,2026-05-27,製造,スマート勤怠,更新,Web,関西,大企業,3,提案,4,保留,40,,第一営業部,小林,4130000,青葉システムズ スマート勤怠導入,上長決裁待ち
OPP-202605-00618,北斗フーズ,2026-05-29,,2026-06-04,流通,スマート勤怠,更新,Web,中部,中堅,1,リード,1,進行中,10,,西日本営業部,松本,3670000,北斗フーズ スマート勤怠導入,契約書送付予定
OPP-202605-00619,曙建設,2026-05-05,,2026-05-30,製造,スマート勤怠,更新,インバウンド,関西,大企業,2,ヒアリング,1,進行中,20,,西日本営業部,松本,4680000,曙建設 スマート勤怠導入,見積提出待ち
OPP-202605-00620,つばさ運輸,2026-05-26,2026-07-11,2026-05-27,製造,スマート勤怠,新規,Web,関東,大企業,6,クロージング,2,受注,100,,第一営業部,中村,10740000,つばさ運輸 スマート勤怠導入,
OPP-202605-00621,山田製作所,2026-05-07,,2026-05-26,製造,スマート勤怠,既存深耕,展示会,九州,中堅,2,ヒアリング,1,進行中,20,,第一営業部,中村,3030000,山田製作所 スマート勤怠導入,先方検討中
